file_name,clause,pages,class_id,label,start_at,end_at
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.pdf","(the ""Company""),",1,1,Parties,172,188
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.pdf",White Hat Strategic Partners LP,1,1,Parties,193,224
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.pdf",White Hat SP GP LLC,1,1,Parties,258,277
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.pdf",White Hat Capital Partners LP,1,1,Parties,317,346
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.pdf",White Hat Capital Partners GP LLC,1,1,Parties,384,417
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.pdf","(collectively, the ""White Hat Parties"")",1,1,Parties,456,495
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.pdf","each of the Company and the White Hat Parties, a ""Party"" to this Agreement, and collectively, the ""Parties"")",1,1,Parties,497,605
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.pdf,City of Fort Stockton,1,1,Parties,318,339
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.pdf,"(""COFS"")",1,1,Parties,380,388
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.pdf,STW Resources Holding Corp,1,1,Parties,393,419
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.pdf,"(""STW"")",1,1,Parties,443,450
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.pdf,"STW and COFS are sometimes individually referred to as a ""Party"" and collectively referred to as the ""Parties.""",1,1,Parties,525,636
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT.pdf,JANA Partners LLC,1,1,Parties,86,103
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT.pdf,"(""JANA"")",1,1,Parties,104,112
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT.pdf,URS Corporation,1,1,Parties,117,132
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT.pdf,"(the ""Company"")",1,1,Parties,133,148
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.pdf",INSTITUTE OF GRASSLAND AND ENVIRONMENTAL RESEARCH,3,1,Parties,1524,1573
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.pdf","""IGER""",3,1,Parties,1575,1581
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.pdf","CERES, INC.",3,1,Parties,1776,1787
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.pdf","""CERES""",3,1,Parties,1789,1796
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.pdf",Equifax Inc.,2,1,Parties,6216,6228
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.pdf","(""Equifax"")",2,1,Parties,6252,6263
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.pdf",Certegy Inc.,2,1,Parties,6269,6281
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.pdf","(""Certegy"")",2,1,Parties,6305,6316
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.pdf","Armstrong Flooring, Inc.",1,1,Parties,204,228
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.pdf","""Seller""",1,1,Parties,254,262
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.pdf",AFI Licensing LLC,1,1,Parties,268,285
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.pdf","""Licensing"" and together with Seller, ""Arizona""",1,1,Parties,325,372
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.pdf","AHF Holding, Inc.",1,1,Parties,378,395
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.pdf","formerly known as Tarzan HoldCo, Inc.),",1,1,Parties,397,436
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.pdf","""Buyer""",1,1,Parties,461,468
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.pdf",Armstrong Hardwood Flooring Company,1,1,Parties,474,509
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.pdf","the ""Company"" and together with Buyer the ""Buyer Entities""",1,1,Parties,536,594
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.pdf","(each of Arizona on the one hand and the Buyer Entities on the other hand, a ""Party"" and collectively, the ""Parties"")",1,1,Parties,596,713
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..pdf","GSI Technology, Inc.",4,1,Parties,1755,1775
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..pdf","""PURCHASER""",4,1,Parties,1801,1812
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..pdf",Sony Electronics Inc.,4,1,Parties,1836,1857
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..pdf","""SONY""",4,1,Parties,1859,1865
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..pdf","PURCHASER and SONY are referred to individually as a ""Party"" and collectively as the ""Parties"".",4,1,Parties,1911,2006
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.pdf",THE HERTZ CORPORATION,1,1,Parties,181,202
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.pdf","""THC""",1,1,Parties,302,307
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.pdf","HERTZ SYSTEM, INC.",1,1,Parties,310,328
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.pdf","""HSI""",1,1,Parties,454,459
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.pdf",HERC RENTALS INC.,1,1,Parties,465,482
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.pdf","""HERC""",1,1,Parties,626,632
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.pdf","(hereinafter referred to collectively as the ""Parties"" and individually as a ""Party"").",1,1,Parties,634,720
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.pdf,JingWei HengTong Technology,1,1,Parties,181,208
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.pdf,(ShenZhen),1,1,Parties,209,219
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.pdf,"ShenZhen JingWei Communication Co., Ltd",1,1,Parties,409,448
MSCIINC_02_28_2008-EX-10.10-.pdf,Morgan Stanley & Co. Incorporated,1,1,Parties,199,232
MSCIINC_02_28_2008-EX-10.10-.pdf,"(""MS"")",1,1,Parties,257,263
MSCIINC_02_28_2008-EX-10.10-.pdf,MSCI Inc,1,1,Parties,268,276
MSCIINC_02_28_2008-EX-10.10-.pdf,"(""MSCI"")",1,1,Parties,302,310
MSCIINC_02_28_2008-EX-10.10-.pdf,"(MS and MSCI individually referred to as a ""Party"" and collectively as the ""Parties"").",1,1,Parties,312,398
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.pdf",United Technologies Corporation,4,1,Parties,1696,1727
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.pdf","""UTC""",4,1,Parties,1753,1758
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.pdf",Otis Worldwide Corporation,4,1,Parties,1761,1787
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.pdf","""Otis""",4,1,Parties,1813,1819
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.pdf",Carrier Global Corporation,4,1,Parties,1826,1852
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.pdf","""Carrier""",4,1,Parties,1878,1887
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.pdf","(each, a ""Party"" and together, the ""Parties"")",4,1,Parties,1889,1934
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.pdf,NMS COMMUNICATIONS CORP.,1,1,Parties,193,217
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.pdf,"""Seller""",1,1,Parties,243,251
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.pdf,"VERSO BACKHAUL SOLUTIONS, INC.",1,1,Parties,258,288
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.pdf,"""Backhaul""",1,1,Parties,313,323
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.pdf,"Motorola Solutions, Inc.",1,1,Parties,180,204
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.pdf,"""Seller""",1,1,Parties,234,242
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.pdf,Zebra Technologies Corporation,1,1,Parties,249,279
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.pdf,"""Purchaser""",1,1,Parties,309,320
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.pdf,Airspan Networks Incorporated,1,1,Parties,494,523
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.pdf,"""Airspan""",1,1,Parties,682,691
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.pdf,GLS LLC,1,1,Parties,697,704
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.pdf,"""Distributor""",1,1,Parties,707,720
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.pdf,ACCURAY INCORPORATED,1,1,Parties,283,303
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.pdf,"""Accuray""",1,1,Parties,608,617
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.pdf,SIEMENS AKTIENGESELLSCHAFT,1,1,Parties,624,650
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.pdf,"""Siemens""",1,1,Parties,782,791
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.pdf,Snotarator LLC,1,1,Parties,127,141
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.pdf,"""Company",1,1,Parties,283,291
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.pdf,SMSA Ballinger Acquisition Corp.,1,1,Parties,298,330
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.pdf,"""Distributor""",1,1,Parties,415,428
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.pdf,VendingData Corporation,1,1,Parties,125,148
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.pdf,"""Vendor""",1,1,Parties,172,180
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.pdf,Technical Casino Supplies Ltd,1,1,Parties,187,216
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.pdf,"""Distributor""",1,1,Parties,238,251
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.pdf","Tripath Technology, Inc.",1,1,Parties,35,59
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.pdf","""Tripath""",1,1,Parties,242,251
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.pdf",Uniquest Corporation,1,1,Parties,258,278
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.pdf",Distributor,1,1,Parties,346,357
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.pdf,"WatchGuard Technologies, Inc.",1,1,Parties,190,219
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.pdf,"""WGT""",1,1,Parties,245,250
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.pdf,European Micro,1,1,Parties,257,271
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.pdf,"""Distributor""",1,1,Parties,273,286
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.pdf,IMRS OPERATIONS INC.,1,1,Parties,119,139
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.pdf,d/b/a IMRS INC.,1,1,Parties,140,155
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.pdf,"""Developer""",1,1,Parties,305,316
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.pdf,Delteq Pte Ltd,1,1,Parties,322,336
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.pdf,"""Distributor""",1,1,Parties,550,563
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.pdf","LifeUSA/ Envision Health, Inc.",1,1,Parties,221,251
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.pdf","""ENVISION""",1,1,Parties,293,303
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.pdf","Sierra Mountain Minerals, Inc.",1,1,Parties,310,340
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.pdf",SIERRA,1,1,Parties,375,381
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT.pdf,Lucid Inc.,1,1,Parties,101,111
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT.pdf,[*],1,1,Parties,86,89
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT.pdf,'Distributor',1,1,Parties,239,252
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.pdf,Electric City Corp.,1,1,Parties,103,122
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.pdf,"""Company""",1,1,Parties,148,157
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.pdf,Electric City of Illinois LLC,1,1,Parties,163,192
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.pdf,"""Distributor""",1,1,Parties,194,207
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.pdf,Electric City of Illinois L.L.C.,10,1,Parties,35024,35056
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.pdf,PPG Paints Trading (Shanghai) Co Ltd,1,1,Parties,158,194
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.pdf,"""PPG Shanghai""",1,1,Parties,223,237
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.pdf,NeoMedia Micro Paint Repair,1,1,Parties,493,520
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.pdf,"""DISTRIBUTOR""",1,1,Parties,549,562
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.pdf,"JOHNSON MATTHEY CATALOG COMPANY, INC.",1,1,Parties,91,128
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.pdf,d/b/a ALFA AESAR,1,1,Parties,154,170
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.pdf,"""ALFA AESAR""",1,1,Parties,199,211
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.pdf,Nanophase Technologies Corporation,1,1,Parties,287,321
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.pdf,"""NTC""",1,1,Parties,347,352
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.pdf",COMWARE TECHNICAL SERVICES,1,1,Parties,59,85
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.pdf",COMWARE,1,1,Parties,59,66
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.pdf","INTERNATIONAL TEST SYSTEMS, INC.",1,1,Parties,223,255
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.pdf",ITS,1,1,Parties,314,317
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.pdf",Wireless Links Inc,1,1,Parties,129,147
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.pdf","""WLI""",1,1,Parties,295,300
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.pdf","Jaguar Investments, Inc. and its affiliates,",1,1,Parties,307,351
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.pdf","""Power2Ship""",1,1,Parties,496,508
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.pdf,"ENERGY XXI GULF COAST, INC.",3,1,Parties,47,74
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.pdf,"""Shipper""",3,1,Parties,908,917
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.pdf,"ENERGY XXI USA, INC.",3,1,Parties,79,99
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.pdf,"""Transporter""",3,1,Parties,970,983
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.pdf,"Shipper and Transporter may be referred to herein individually as a ""Party"" or collectively as the ""Parties"".",3,1,Parties,986,1095
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.pdf,ENTERPRISE TRANSPORTATION COMPANY,1,1,Parties,44,77
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.pdf,"""Carrier""",1,1,Parties,366,375
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.pdf,ENTERPRISE PRODUCTS OPERATING L.P.,1,1,Parties,382,416
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.pdf,"(""Shipper"")",1,1,Parties,562,573
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.pdf,Martin Operating Partnership L.P.,1,1,Parties,163,196
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.pdf,"""Owner""",1,1,Parties,230,237
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.pdf,Midstream Fuel Service LLC,1,1,Parties,244,270
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.pdf,"""Charterer""",1,1,Parties,310,321
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.pdf,TOM WATSON,2,1,Parties,260,270
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.pdf,"""CONSULTANT""",2,1,Parties,300,312
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.pdf,"ADAMS GOLF, LTD.",2,1,Parties,318,334
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.pdf,"""ADAMS GOLF""",2,1,Parties,363,375
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.pdf,"Kathy Ireland, Inc.",1,1,Parties,165,184
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.pdf,"""KI Inc.""",1,1,Parties,186,195
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.pdf,Kathy Ireland,1,1,Parties,165,178
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.pdf,"""KI""",1,1,Parties,240,244
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.pdf,The Sterling/Winters Co.,1,1,Parties,251,275
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.pdf,"""SW""",1,1,Parties,377,381
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.pdf,Diplomat Ambassador Eyewear Group,1,1,Parties,462,495
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.pdf,"""Diplomat""",1,1,Parties,497,507
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.pdf,"Holiday RV Superstores, Inc.",1,1,Parties,108,136
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.pdf,d/b/a Recreation USA,1,1,Parties,138,158
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.pdf,"""Company""",1,1,Parties,164,173
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.pdf,"Affinity Group, Inc.",1,1,Parties,304,324
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.pdf,"""AGI""",1,1,Parties,326,331
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.pdf,"(each a ""Party"" and collectively the ""Parties"").",1,1,Parties,448,496
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.pdf",Bruce Jenner,1,1,Parties,139,151
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.pdf","""CELEBRITY""",1,1,Parties,165,176
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.pdf",The Right Solution,1,1,Parties,223,241
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.pdf",the COMPANY,1,1,Parties,265,276
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.pdf,"Movado Group, Inc.",1,1,Parties,64,82
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.pdf,"""Company""",1,1,Parties,88,97
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.pdf,Trustees of the Grinberg Family Trust,1,1,Parties,107,144
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.pdf,"""Trust""",1,1,Parties,150,157
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.pdf,"MOSSIMO, INC.",1,1,Parties,112,125
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.pdf,"""Company""",1,1,Parties,181,190
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.pdf,"DAVID DUVAL ENTERPRISES, INC.",1,1,Parties,197,226
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.pdf,"""Licensor""",1,1,Parties,331,341
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.pdf,"SPORT-HALEY, INC.",1,1,Parties,138,155
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.pdf,"""Company""",1,1,Parties,185,194
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.pdf,_________________,1,1,Parties,96,113
